"","Date","Time","Location","Operator","Flight #","Route","AC  Type","Registration","cn / ln","Aboard","Fatalities","Ground","Summary","formatted_date","formatted_time","total_aboard","passengers_aboard","crew_aboard","total_fatalities","passengers_fatalities","crew_fatalities","fixed_location","latitude","longitude"
"3052","August 02, 1979",NA,"Canton, Ohio","Private",NA,NA,"Cessna 501 Citation","N15NY","110","3 (passengers:2 crew:1)","1 (passengers:0 crew:1)",0,"The aircraft crashed 1,000 feet short of the runway during a landing attempt at Akron-Canton airfield. Baseball player Thurman Munson, 32, who was piloting the aircraft, was killed. Munson who was practicing takeoffs and landings, allowed the plane to get too low and then slowed the aircraft to 10 knots below safe landing speed.",1979-08-02,NA,3,2,1,1,0,1,"Canton, Ohio",40.797388,-81.377036
"3053","August 03, 1979",NA,"Leningrad, USSR","Aeroflot",NA,"Smolensk -	Leningrad (","LET 410M turbojet","CCCP-67206","760509","14 (passengers:12 crew:2)","14 (passengers:12 crew:2)",0,"Crashed due to engine failure on approach.",1979-08-03,NA,14,12,2,14,12,2,"Leningrad, USSR",59.93863,30.31413
"3054","August 04, 1979",NA,"Near Panvel, India","Indian Airlines",NA,"Pune-Bombay","Hindustan Aeronautics 748 2-224","VT-DXJ","515","45 (passengers:40 crew:5)","45 (passengers:40 crew:5)",0,"Crashed into the Kiroli Hills while on approach to Bombay at night. Momentary/intermittent loss of electrical contact in the G/S system of aircraft which gave the pilot an erroneous impression of the interception of the glide slope.",1979-08-04,NA,45,40,5,45,40,5,"Panvel, India",18.999652,73.1263281
"3055","August 11, 1979","1335","Near Volgograd, Russia","Aeroflot / Aeroflot","7880/7628","Tashkent - Donetsk - Minsk /Chelyabinsk to Kishinev","Tupolev TU-134A / Tupolev Tu-134A","65735/65816","2351516 / 05040","178 (passengers:155 crew:13)","178 (passengers:155 crew:13)",0,"Midair collision at 27,200 ft. Separation error by air traffic controller. Eight-four killed on the 65735 and 94 on the 65816. Fourteen players and 3 staff members of the Russian soccer team, Pakhtakor Tashkent were killed.",1979-08-11,13:35:00,178,155,13,178,155,13,"Volgograd, Russia",48.70959,44.51417
"3056","August 24, 1979",NA,"Near Enisseysk, USSR","Aeroflot",NA,"Norisk - Krasnoyarsk","Antonov AN-12","CCCP-12963","9346407","16 (passengers:10 crew:6)","11 (passengers:5 crew:6)",0,"Crashed into a wooded area after all four engines flamed out. Fuel contamination.",1979-08-24,NA,16,10,6,11,5,6,"Enisseysk, USSR",NA,NA
"3057","August 29, 1979","26","Near Kirsanov, Russia","Aeroflot",NA,"Kiev - Kazan","Tupolev TU-124","CCCP-45038","3351003","63 (passengers:58 crew:5)","63 (passengers:58 crew:5)",0,"The aircraft lost control went into a spin and crashed after an uncommanded flap extension at FL270.",1979-08-29,00:26:00,63,58,5,63,58,5,"Kirsanov, Russia",52.666080266667,42.7255235
"3058","September 03, 1979","01:01","Andema, Russia","Aeroflot","A-513","Arkhangelsk - Amderma","Antonov AN-24","CCCP-46269","77303602","44 (passengers:37 crew:7)","40 (passengers:35 crew:5)",0,"The plane undershot the runway and crashed.",1979-09-03,01:01:00,44,37,7,40,35,5,"Andema, Russia",69.7576,61.6655
"3059","September 11, 1979",NA,"Off Taipei, Taiwan","China Airlines (Taiwan)",NA,"Training","Boeing 707-324C","B-1834","18887/431","6 (passengers:0 crew:6)","6 (passengers:0 crew:6)",0,"Crashed into the sea after taking off.",1979-09-11,NA,6,0,6,6,0,6,"Taipei, Taiwan",25.0384125,121.5637046
"3060","September 14, 1979","2047","Near Klamath Falls, Oregon","Butler Aviation Inc.","-","Redmond - Klamath Falls - Medford","Douglas DC-7","N455SW","44287","12 (passengers:10 crew:2)","12 (passengers:10 crew:2)",0,"The plane was transporting company employees when it hit Surveyor Mountain 7 minutes after taking off from Klamath Falls. The plane hit trees along the crest of a mountain ridge along the flight path. Crew error. The crew's decision to undertake a direct point-to-point high cruise speed flight at low altitude.",1979-09-14,20:47:00,12,10,2,12,10,2,"Klamath Falls, Oregon",42.224918,-121.780952
"3061","September 14, 1979","00:7","Near Sarroch, Italy","Aero Transporti Italiani",NA,"Alghero - Cagliari","McDonnell Douglas DC-9-32","I-ATJC","47667/776","31 (passengers:27 crew:4)","31 (passengers:27 crew:4)",0,"The aircraft hit a mountain at an altitude of 2,000 ft. during an approach in poor weather. Crew's misjudgement in selection of a low altitude flight profile and inadequate ATC assistance.",1979-09-14,07:00:00,31,27,4,31,27,4,"Sarroch, Italy",39.0684629,9.0104814
"3062","September 18, 1979",NA,"Blink Horn Point, Canada","Pacific Coastal Airlines",NA,": Comox-Port Hardy","Britten Norman BN-7A lslander","C-FZVV","238","9 (passengers:8 crew:1)","4 (passengers:8 crew:1)",0,"Struck high ground in thick fog.",1979-09-18,NA,9,8,1,4,8,1,"Blink Horn Point, Canada",50.5438,-126.78261
"3063","September 19, 1979",NA,"Merced, California","Military - U.S. Air Force",NA,"Training","Boeing KC-135A","58-0127","17872/342","5 (passengers:0 crew:5)","5 (passengers:0 crew:5)",0,"Crashed while attempting touch and go landings.",1979-09-19,NA,5,0,5,5,0,5,"Merced, Caliornia",37.306968,-120.481971
"3064","September 30, 1979","1300","Porpoise Bay, British Columbia Canada","West Coast Air",NA,"Vancouver - Sechelt","de Havilland Canada DHC-6 Twin Otter 200","C-FWAF","122","16 (passengers:14 crew:2)","2 (passengers:1 crew:1)",0,"The aircraft was on finals when it suddenly turned right and descended in a right wing-down attitude, striking the ground and cartwheeling into trees.",1979-09-30,13:00:00,16,14,2,2,1,1,"Porpoise Bay, British Columbia Canada",49.50203,-123.76451
"3065","October 07, 1979","2215","Athens, Greece","Swissair","SR316","Zurich - Geneva - Athens - Bombay - Beijing","McDonnell Douglas DC-8-62","HB-IDE","45919/312","156 (passengers:145 crew:11)","14 (passengers:14 crew:0)",0,"The aircraft overran the runway and crashed with the left wing and tail separating before the aircraft came to a rest. The crew touched down too far down the runway at a speed higher than normal after a non-stabilized final approach. The crew did not fully apply the braking systems after a touchdown under known adverse conditions.",1979-10-07,22:15:00,156,145,11,14,14,0,"Athens, Greece",37.9753357,23.7361497
"3066","October 08, 1979","1008","Covington, Kentucky","Comair",NA,"Covington, KY - Nashville, TN","Piper PA-31","N6642L","31-580","8 (passengers:7 crew:1)","8 (passengers:7 crew:1)",0,"The plane crashed after engine failure for undetermined reasons. Improper flap configueration. Plane overloaded. Hurried departure. Inadequate flight training.",1979-10-08,10:08:00,8,7,1,8,7,1,"Covington, Kentucky",39.0837022,-84.5085167
"3067","October 27, 1979","715","Lensk, Russia","Aeroflot",NA,"Lensk -	Peleduy","Antonov An-2TP","CCCP-32322","1G97-34","12 (passengers:10 crew:2)","3 (passengers:2 crew:1)",0,"The cargo plane crashed on takeoff. Improper loading.",1979-10-27,07:15:00,12,10,2,3,2,1,"Lensk, Russia",60.7205052,114.9248177
"3068","October 31, 1979","542","Mexico City, Mexico","Western Airlines","2605","Los Angeles - Mexico City","McDonnell Douglas DC-10-10","N903WA","46929/107","88 (passengers:77 crew:11)","72 (passengers:63 crew:9)",1,"The aircraft struck a vehicle after landing on a closed runway in fog. The tower warned the flight three times about the closed runway. Non-compliance with the meteorological minima for the approach procedure, as cleared. Failure to comply with the aircraft's operating procedures during the approach phase, and landing on a runway closed to traffic.",1979-10-31,05:42:00,88,77,11,72,63,9,"Mexico City, Mexico",19.4326773,-99.1342112
"3069","November 15, 1979","1200","Near Chicago, Illinois","American Airlines","444","Chicago - Washington D.C.","Boeing B-727",NA,NA,"78 (passengers:72 crew:6)","0 (passengers:0 crew:0)",0,"While en route from Chicago to Washington an explosive device detonated in the baggage compartment. The aircraft was flying at an altitude of approximately 34,500 feet, when the flight crew experienced a noise which they described as a thump. Smoke subsequently filled the cabin and the aircraft was forced to make an emergency landing at Washington-Dulles Airport. The bomb was planted by the Unabomber, a man who had been accused of attacks over an 18-year period. He was arrested in April 1996 and subsequently received a life sentence.",1979-11-15,12:00:00,78,72,6,0,0,0,"Chicago, Illinois",41.883229,-87.632398
"3070","November 16, 1979","1840","Vologda, Russia","Aeroflot",NA,"Positioning","Yakovlev YAK-40","CCCP-87454","9431136","5 (passengers:0 crew:5)","3 (passengers:0 crew:3)",0,"The cargo plane descended below the decision height without having established ground contact and crashed into a wooded area.",1979-11-16,18:40:00,5,0,5,3,0,3,"Vologda, Russia",59.2213073,39.8868153
"3071","November 18, 1979","456","Granger, Utah","Transamerica Airlines",NA,"Ogden, UT - Las Vegas, NV","Lockheed L-188CF Electra","N859U","2016","3 (passengers:0 crew:3)","3 (passengers:0 crew:3)",0,"During the descent the aircraft attained a high airspeed and high rate of descent and disintegrated in flight. A progressive failure in the aircraft's electrical system leading to the disabling or erratic performance of some critical flight instruments and flight instrument lighting while the flight was operating in night instrument meteorological condition. As a result of these conditions, the flight crew could not resolve the instrumentation anomalies to determine proper aircraft attitude reference, and became disoriented and lost control of the aircraft. The crew's efforts to regain control of the aircraft imposed aerodynamic loads which exceeded design limits of the aircraft and caused it to break up in flight.",1979-11-18,04:56:00,3,0,3,3,0,3,"Granger, Utah",40.698138,-111.967541
"3072","November 26, 1979","203","Near At Ta'if, Jeddah, Saudi Arabia","Pakistan International Airlines","740","Jeddah - Karachi","Boeing B-707-340C","AP-AWZ","20275/844","156 (passengers:145 crew:11)","156 (passengers:145 crew:11)",0,"After being airborne about a half an hour a cabin attendant reported a fire in the aft cabin area. Seventeen minutes later the aircraft crashed into a rocky desert while attempting an emergency landing. The blaze may have been started by a passenger possibly from a leaking kerosene stove carried aboard by a Haj pilgrim passenger.",1979-11-26,02:03:00,156,145,11,156,145,11,"At Ta'i, Jeddah, Saudi Arabia",21.4873043,39.1813367
"3073","November 28, 1979","1249","Near Mt. Erebus, Ross Ice Shelf, Antarctica","Air New Zealand","901","Auckland - Christchurch","McDonnell Douglas DC-10-30","ZK-NZP","46910/182","257 (passengers:237 crew:20)","257 (passengers:237 crew:20)",0,"The aircraft crashed into the slopes of Mt. Erebus while on sightseeing flight to Antarctica. An incorrect computer-stored flight plan resulted in a navigational error directing the flight towards Mt. Erebus. Because of overcast, the crew descended below authorized altitude. Contributing to the accident was the crew's inexperience with flying the Antarctic route. Information about the navigational errors was suppressed by officials.",1979-11-28,12:49:00,257,237,20,257,237,20,"Mt. Erebus, Ross Ice Shel, Antarctica",-81.5,-175
"3074","November 30, 1979",NA,"San Andres Island, Colombia","Aerolineas La Gaviola",NA,NA,"Grumman G-21 Goose","HK-2059","1019","9 (passengers:7 crew:2)","9 (passengers:7 crew:2)",0,NA,1979-11-30,NA,9,7,2,9,7,2,"San Andres Island, Colombia",12.54793,-81.71665
"3075","December 09, 1979",NA,"Cherskiy, Russia","Aeroflot",NA,NA,"Antonov AN-26","CCCP-26547","2810","7 (passengers:2 crew:5)","7 (passengers:2 crew:5)",0,"Shifting cargo caused the pilot to lose control and crash into a hotel.",1979-12-09,NA,7,2,5,7,2,5,"Cherskiy, Russia",68.7520542,161.3313461
"3076","December 12, 1979",NA,"Apolo, Bolivia","CAMBA",NA,NA,"Martin 404","CP-1440","14114","11 (passengers:? crew:?)","10 (passengers:? crew:?)",0,NA,1979-12-12,NA,11,NA,NA,10,NA,NA,"Apolo, Bolivia",-14.7180588,-68.4160551
"3077","December 18, 1979",NA,"Cerro Toledo Mountain, Colombia","SATENA",NA,"Arauca - Bogota","Douglas DC-4 (C-54)","FAC-1106","10853","21 (passengers:16 crew:5)","21 (passengers:16 crew:5)",0,"Impacted a mountainside at an altitude of 3400 m.",1979-12-18,NA,21,16,5,21,16,5,"Cerro Toledo Mountain, Colombia",13.36719,-81.36663
"3078","December 22, 1979","1400","Near Puerto Esperanza, Peru","Fuerza Aérea del Peru",NA,"Pucallpa - Puerto Esperanza","de Havilland Canada DHC-5 Buffalo","FAP-348","55","29 (passengers:24 crew:5)","29 (passengers:24 crew:5)",0,"Crashed into the jungle on a domestic flight 20 miles from its destination. Severe thunderstorms associated with windshear and a hurricane is believed to have caused the crash.",1979-12-22,14:00:00,29,24,5,29,24,5,"Puerto Esperanza, Peru",-9.79673,-70.74346
"3079","December 23, 1979",NA,"Ankara, Turkey","Turkish Airlines (THY)",NA,"Ankara - Samsun","Fokker F-28 Fellowship 1000","TC-JAT","11071","45 (passengers:41 crew:4)","41 (passengers:38 crew:3)",0,"Crashed into Cubuk Hill in fog, two minutes away from landing at the airport. The crew had deviated from the localizer course while on an ILS approach in poor weather conditions.The aircraft was named ""Trabzon.""",1979-12-23,NA,45,41,4,41,38,3,"Ankara, Turkey",39.8965202,32.8619738
"3080","December 23, 1979",NA,"Menari, Papua New Guinea","Douglas Airways",NA,"Port Morsbey - Maanari","GAF Nomad 22B","P2-DNL","39","16 (passengers:14 crew:2)","16 (passengers:14 crew:2)",0,"Crashed into the side of a hill after a go-around.",1979-12-23,NA,16,14,2,16,14,2,"Menari, Papua New Guinea",-9.15642,147.61546
"3081","January 02, 1980",NA,"Haiti","Haïti Air Inter",NA,"Port au Prince - Cape Haitien","Britten Norman BN Islander","HH-CNC","474","9 (passengers:8 crew:1)","9 (passengers:8 crew:1)",0,"Struck high ground in poor visibility while en route.",1980-01-02,NA,9,8,1,9,8,1,"Haiti",19,-72.41667
"3082","January 11, 1980","123","Over the Atlantic Ocean","Private charter",NA,"Shreveport - Baton Rouge","Cessna 441 Conquest","N442NC",NA,"2 (passengers:1 crew:1)","2 (passengers:1 crew:1)",0,"The plane was on a 45 minute fight from Shreveport to Baton Rouge Louisiana. The aircraft climbed past its assigned altitude and veered to the northeast. The FAA tried to contact the aircraft without success. Fighter jets was scrambled to intercept the plane but observed no one at the controls and got no response to radio calls. The plane rose to an altitude of 41,600 feet and headed out to sea. The plane eventually ran out of fuel, descended to about 25,000 feet, went into a spin and crashed into 1,100 feet of water. No wreckage or remains were ever recovered. The official cause remains unknown although it is believed the occupants lost consciousness due to oxygen deprivation. Louisiana State University football coach Robert ""Bo"" Rein, 34, was killed.",1980-01-11,01:23:00,2,1,1,2,1,1,"the Atlantic Ocean",28.4114861,-80.6278202
"3083","January 14, 1980","1400","Shungnak, Alaska","Ambler Air Service",NA,"Ambler, AK - Kobuk, AK","Cessna 185A","N1690Z","185-0490","9 (passengers:8 crew:1)","7 (passengers:6 crew:1)",0,"Crashed. Continued VFR flight into adverse weather conditions.",1980-01-14,14:00:00,9,8,1,7,6,1,"Shungnak, Alaska",66.886008,-157.158188
"3084","January 21, 1980","1910","Elburz Mtns., near Tehran, Iran","Iran Air","291","Babol Sar - Tehran","Boeing B-727-86","EP-IRD","19817/537","128 (passengers:120 crew:8)","128 (passengers:120 crew:8)",0,"The aircraft crashed into a mountain during a landing attempt in fog and snow. Inoperative ground radar, inoperative ILS. The aircraft was named ""Shiraz.""",1980-01-21,19:10:00,128,120,8,128,120,8,"Elburz Mtns., Tehran, Iran",35.6863968,51.4328575
"3085","January 23, 1980",NA,"Mt. Cemonyet, Indonesia","Pelita Air Service",NA,"Bandung - Jakarta","CASA 212 Aviocar 100","PK-PCX","45/3N","13 (passengers:10 crew:3)","13 (passengers:10 crew:3)",0,"Hit high ground at 2,700 ft. in poor weather while on approach.",1980-01-23,NA,13,10,3,13,10,3,"Mt. Cemonyet, Indonesia",-6.91361,107.36056
"3086","January 24, 1980","620","Near Mandalay, Burma","Military - Union of Burma Air Force",NA,"Mandalay - Rangoon","Fairchild FH-227H","5003","545","44 (passengers:? crew:?)","43 (passengers:? crew:?)",0,"Crashed into a building while attempting an emergency landing following the loss of one engine.",1980-01-24,06:20:00,44,NA,NA,43,NA,NA,"Mandalay, Burma",21.97473,96.08359
"3087","February 03, 1980",NA,"Baracoa, Cuba","Cubana de Aviacon",NA,"Moa - Baracoa","Yakovlev YAK-40","CU-T1219","9840959","37 (passengers:33 crew:4)","1 (passengers:1 crew:0)",0,"Crashed while attemping to land.",1980-02-03,NA,37,33,4,1,1,0,"Baracoa, Cuba",20.3440143,-74.4934898
"3088","February 21, 1980","850","Leeville, Louisiana","Rotor Airs Inc - Air Taxi",NA,"Leeville, LA - Grand Isle, LA","Sikorsky S-62A","N442Y","62033","7 (passengers:6 crew:1)","6 (passengers:6 crew:0)",0,"The helicopter experienced uncontrollable overspeeding, became airborne, lost power and crashed.",1980-02-21,08:50:00,7,6,1,6,6,0,"Leeville, Louisiana",29.247722,-90.206713
"3089","February 21, 1980","1909","Sydney, NSW, Australia","Advance Airlines",NA,"Sydney - Tomora","Beechcraft Super King Air 200","VH-AAV","BB-0245","13 (passengers:12 crew:1)","13 (passengers:12 crew:1)",0,"Crashed into a sea wall just 2 feet short of the runway while attemping an emergency landing.",1980-02-21,19:09:00,13,12,1,13,12,1,"Sydney, NSW, Australia",-33.8727635,151.2053446
"3090","February 22, 1980",NA,"Near Agra, India","Military - Indian Air Force",NA,NA,"Fairchild C-119G",NA,NA,"47 (passengers:? crew:?)","46 (passengers:? crew:?)",1,"A bicyclist riding on the runway led the pilot to initiate a premature liftoff resulting in a stall. The plane was carrying paratroopers.",1980-02-22,NA,47,NA,NA,46,NA,NA,"Agra, India",27.1677246,78.0358887
"3091","February 27, 1980","600","Manila, Philippines","China Airlines (Taiwan)",NA,"Taipei - Manila","Boeing B-707-309C","B-1826","20262/830","135 (passengers:124 crew:11)","2 (passengers:2 crew:0)",0,"The aircraft undershot the runway and bounced twice. The two outboard engines broke loose and the wingtips were ripped off. A fire broke out and spread rapidly. Pilot error.",1980-02-27,06:00:00,135,124,11,2,2,0,"Manila, Philippines",14.5822592,120.9748038
"3092","March 14, 1980","1100","Near Warsaw, Poland","LOT Polish Airlines","7","New York City - Warsaw","Ilyushin IL-62","SP-LAA","11004","87 (passengers:77 crew:10)","87 (passengers:77 crew:10)",0,"While attempting to land at Warsaw, the crew initiated an overshoot procedure after there were indications that the landing gear was not down. When thrust was applied, the No. 2 engine disintegrated, damaging two other engines and severing the rudder and elevator control lines. The plane crashed one-half mile from the runway threshold. Metal fatigue in the No. 2 engine turbine disc. The dead included 22 members of the U.S. boxing team and Polish singer Anna Jantar. The aircraft was named Mikolaj Kopernik.",1980-03-14,11:00:00,87,77,10,87,77,10,"Warsaw, Poland",52.229827082,21.011731518
"3093","March 14, 1980","1500","Near Yenice, Turkey","Military - U.S. Air Force",NA,"Training","Lockheed C-130H","74-2064","4659","18 (passengers:12 crew:6)","18 (passengers:12 crew:6)",0,"Crashed into hilly terrain after the left wing exploded. Cause unknown. The plane was returning to Incirlik Air Base.",1980-03-14,15:00:00,18,12,6,18,12,6,"Yenice, Turkey",39.136183,34.161099
"3094","March 21, 1980","1949","Houston, Texas","Eagle Commuter",NA,"Houston - Brownwood","Piper PA-28-180","N55932","28-7305503","10 (passengers:8 crew:2)","7 (passengers:5 crew:2)",0,"The right engine failed while taking off. The plane plunged to the ground, struck a helicopter, a small plane, four parked cars, and slammed into a hanger and burst into flames. The engine failed for undetermined reasons. Improper emergency procedures. The pilot did not properly configure aircraft and land immediately.",1980-03-21,19:49:00,10,8,2,7,5,2,"Houston, Texas",29.7608026,-95.3695062
"3095","March 21, 1980",NA,"Off Macae, Brazil","VOTEC",NA,NA,"Sikorsky S-76","PT-HKB","760008","14 (passengers:? crew:?)","14 (passengers:? crew:?)",0,"Crashed into the sea. Fatigue fracture of the main rotor.",1980-03-21,NA,14,NA,NA,14,NA,NA,"Macae, Brazil",-22.385664,-41.7777911
"3096","April 12, 1980","2040","Florianopolis, Brazil","Transbrasil","303","Sao Paulo - Florianopolis","Boeing B-727-27C","PT-TYS","19111/297","58 (passengers:50 crew:8)","55 (passengers:47 crew:8)",0,"The plane crashed into a hill while landing during a thunderstorm. The pilot misjudged his speed and distance and failed to initiate a go-around. Improper flight supervision and control of the engines.",1980-04-12,20:40:00,58,50,8,55,47,8,"Florianopolis, Brazil",-27.5969123,-48.5495751
"3097","April 14, 1980","2005","Krasnoyarsk, Russia","Aeroflot","151","Krasnoyarsk - Yeniseisk","Antonov An-24B","CCCP-47732","69900905","53 (passengers:49 crew:4)","2 (passengers:2 crew:0)",0,"The plane crashed when attempting an emergency landing after the starboard main gear broke on take-off.",1980-04-14,20:05:00,53,49,4,2,2,0,"Krasnoyarsk, Russia",56.01005,92.8526
"3098","April 24, 1980",NA,"Posht-i-Badam, Iran","Military - U.S. Air Force",NA,NA,"Lockheed EC-130E Hercules","62-1809","3770","7 (passengers:0 crew:7)","5 (passengers:0 crew:5)",0,"Hit by a U.S. Marine Corps RH-53D Sea Stallion helicopter during a hostage rescue operation while on the ground.",1980-04-24,NA,7,0,7,5,0,5,"Posht-i-Badam, Iran",33.01481,55.56252
"3099","April 25, 1980","1321","Tenerife, Canary Islands","Dan Air Services","1008","Manchester - Tenerife","Boeing B-727-64","G-BDAN","19279/288","146 (passengers:138 crew:8)","146 (passengers:138 crew:8)",0,"The plane crashed into a mountain 5,500 ft. high at 300 mph during an approach to Tenerife. The pilot, while in a holding pattern, took the aircraft in an area of high ground not maintaining the correct altitude. Lack of communication between the pilot and co-pilot.",1980-04-25,13:21:00,146,138,8,146,138,8,"Tenerie, Canary Islands",28.46824,-16.25462
"3100","April 27, 1980","655","Don Muang, Thailand","Thai Airways","231","Khon Kaen - Bangkok","Hawker Siddeley HS-748-2","HS-THB","1568","53 (passengers:49 crew:4)","44 (passengers:40 crew:4)",0,"The aircraft entered a thunderstorm, was caught in a downdraft and struck the ground 8 nm northeast of Bangkok International Airport. The pilot directed the aircraft into a thunderstorm in an early dissipating stage. The aircraft was severely affected by a downdraft and lost altitude rapidly. At that time, the altitude of the aircraft was 1,500 ft. and the pilot could not maintain altitude. Procedural error by the pilot. Was not tuned to weather warning, did not use his weather radar and flew into an area of severe weather.",1980-04-27,06:55:00,53,49,4,44,40,4,"Don Muang, Thailand",13.910502893,100.59494462
"3101","June 02, 1980",NA,"Near Yachiba, Bolivia","Lloyd Aereo Boliviano",NA,"Cochabamba-Yacuiba","Fairchild F-27J","CP-1117","118","13 (passengers:10 crew:3)","13 (passengers:10 crew:3)",0,"Crashed in the Tapecua mountains.",1980-06-02,NA,13,10,3,13,10,3,"Yachiba, Bolivia",-21.9982063,-63.6734762
"3102","June 08, 1980","1532","Near Matala, Angola","Lineas Aereas de Angola",NA,"Jamba-Lubango","Yakovlev YAK-40","D2-TYC","9721753","29 (passengers:25 crew:4)","29 (passengers:25 crew:4)",0,"Accidentally shot down by anti-aircraft fire.",1980-06-08,15:32:00,29,25,4,29,25,4,"Matala, Angola",-15.26902102873,15.160148333444
"3103","June 12, 1980","1344","Near Dushanbe, Russia","Aeroflot",NA,"Leningrad - Dushanbe","Yakovlev YAK-40","CCCP-87689","9910403","29 (passengers:25 crew:4)","29 (passengers:25 crew:4)",0,"Deviated from their course to avoid a thunderstorm and crashed into a cloud covered mountain.",1980-06-12,13:44:00,29,25,4,29,25,4,"Dushanbe, Russia",58.6092088,125.3850873
"3104","June 12, 1980","1546","Valley, Nebraska","Air Wisconsin","965","Appleton, WI - Minneapolis, MN, - Lincoln, NE","Swearingen 226TC Metro II","N6505","TC-228","15 (passengers:13 crew:2)","13 (passengers:11 crew:2)",0,"After penetrating a thunderstorm massive amounts of water cause both engine to lose power. Although the engines were restarted the crew could not recover and crashed into a field. Engine failure due to massive ingestion of water into both engines. Crew error. Unwise decision to enter an area of thunderstorms. Critical weather not disseminated.",1980-06-12,15:46:00,15,13,2,13,11,2,"Valley, Nebraska",41.315881,-96.344552
"3105","June 27, 1980","2059","Tyrrhenian Sea, off Ustica, Italy","Itavia","870","Bologna - Palermo","McDonnell Douglas DC-9-15","I-TIGI","45724/22","81 (passengers:77 crew:4)","81 (passengers:77 crew:4)",0,"Two Libyan MiG aircraft concealed themselves from radar detection by flying closely to the DC-9. When this was discovered, an attempt was made by either French or US aircraft to intercept the MiGs. It was believed that a shot fired at the MiGs accidentally struck Itavia Flight 870. The aircraft exploded and crashed off the island of Ustica. A report released in 1994 stated new evidence pointed to an explosive device aboard the aircraft causing the crash.",1980-06-27,20:59:00,81,77,4,81,77,4,"Tyrrhenian Sea, Ustica, Italy",38.7091859,13.1931185
"3106","July 08, 1980","39","Near Alma-Ata, Kazakhstan, USSR","Aeroflot","4225","Alma Ata - Simferopol","Tupolev TU-154B","CCCP-85355","355","166 (passengers:156 crew:10)","166 (passengers:156 crew:10)",0,"The aircraft crashed and burned in a field, two minutes after takeoff reaching a height of only 500 ft. Windshear.",1980-07-08,00:39:00,166,156,10,166,156,10,"Alma-Ata, Kazakhstan, USSR",43.2945472,76.9133287
"3107","August 01, 1980",NA,"Cerro Lilio, Mexico","Aeronaves del Peru",NA,"Lima, Peu - Mexico City, Mexico","Douglas DC-8-43F","OB-R-1143","45598/57","7 (passengers:0 crew:7)","3 (passengers:0 crew:3)",0,"The cargo plane crashed into a mountain in poor visibility.",1980-08-01,NA,7,0,7,3,0,3,"Cerro Lilio, Mexico",22.51579,-104.36017
"3108","August 06, 1980","1740","Houma, Louisiana","Air Logistics",NA,"Oil Platform SS-224 - Houma LA","Bell 205A-1 helicopter","N95AL","30203","13 (passengers:12 crew:1)","13 (passengers:12 crew:1)",0,"Crashed after continued VFR flight into adverse weather conditions. No windshield wipers, unreliable attitude indicator and inoperative turn needle.",1980-08-06,17:40:00,13,12,1,13,12,1,"Houma, Louisiana",29.595849,-90.719367
"3109","August 07, 1980","300","Nouadhibou, Mauretania","Tarom",NA,"Bucurest - Nouadhibou","Tupolev TU-154B-1","YR-TPH","277","168 (passengers:152 crew:16)","1 (passengers:1 crew:0)",0,"The aircraft touched down in water 1,000 ft. short of the runway.",1980-08-07,03:00:00,168,152,16,1,1,0,"Nouadhibou, Mauretania",20.9366465,-17.0399205
"3110","August 19, 1980","1908","Riyadh, Saudi Arabia","Saudi Arabian Airlines","163","Riyadh - Jeddah","Lockheed 1011-200 TriStar","HZ-AHK","1169","301 (passengers:287 crew:14)","301 (passengers:287 crew:14)",0,"The flight experienced a fire in the aft cargo compartment 6 minutes after taking off from Rilyadh. The plane returned to the airport and landed but because of a delay in evacuating the plane, all aboard were killed by smoke and fire. Half a minute before landing the captain decided not to order an emergency evacuation. When he landed, he did not stop immediately but instead proceeded to make a normal landing delaying the fire equipment from putting out the fire. It took a full twenty-three minutes after touchdown before the doors were opened. The failure of the captain to prepare the cabin crew for immediate evacuation upon landing and his failure in not making a maximum stop landing on the runway, with immediate evacuation.",1980-08-19,19:08:00,301,287,14,301,287,14,"Riyadh, Saudi Arabia",24.69497,46.72413
"3111","August 26, 1980","629","Near Jakarta, Indonesia","Bouraq Indonesia Airlines",NA,"Banjarmasin-Sjamsudin Noor - Jakarta","Vickers Viscount 812","PK-IVS","353","37 (passengers:31 crew:6)","37 (passengers:31 crew:6)",0,"A section of the tail separated in flight and the aircraft crashed into a swamp. Broken spigot fitting, which is part of the elevator torque tube assembly. The part was not repaced as required.",1980-08-26,06:29:00,37,31,6,37,31,6,"Jakarta, Indonesia",-6.1747565,106.8270734
"3112","September 05, 1980",NA,"Near Montelimar, France","Military - Kuwait Air Force",NA,NA,"Lockheed L-100-20 Hercules","KAF317","4350","8 (passengers:0 crew:8)","8 (passengers:0 crew:8)",0,"Crashed after being struck by lightning",1980-09-05,NA,8,0,8,8,0,8,"Montelimar, France",44.556848269,4.749726589
"3113","September 10, 1980",NA,"Puerto Olaya, Colombia","Aeronorte Colombia",NA,"Barranquilla - Bogota","Douglas C-47","HK-329","4404","3 (passengers:0 crew:3)","3 (passengers:0 crew:3)",0,"While en route a wing separated from the cargo plane which led to loss of control. The wing attachment bolts failed in turbulence.",1980-09-10,NA,3,0,3,3,0,3,"Puerto Olaya, Colombia",6.47249,-74.3916
